time, x0, x1, x2, x3, x4, x5, x6, x7
1.716278158188252334e+01, 7.190070108021376361e-03, 2.042809929891977738e+00, 9.899160833931084508e-03, 1.082205143519982897e+02, 5.671235328201793134e+07, -5.671257173615908623e+07, 5.671246548544304818e+07, 0.000000000000000000e+00
1.723677902366081227e+01, 7.190065107503611740e-03, 2.042809934892495960e+00, 9.726265811216111210e-03, 1.123049911632568012e+02, 6.106809770404882729e+07, -6.106832432766228914e+07, 6.106821399212364852e+07, 0.000000000000000000e+00
1.731077646543910120e+01, 7.190060463652281353e-03, 2.042809939536347041e+00, 9.553370788501137911e-03, 1.165435676600031627e+02, 6.575838121115212142e+07, -6.575861631243727356e+07, 6.575850173797634244e+07, 0.000000000000000000e+00
1.738477390721739013e+01, 7.190056151027830224e-03, 2.042809943848971521e+00, 9.380475765786164613e-03, 1.209420619973400903e+02, 7.080889777464683354e+07, -7.080914167343935370e+07, 7.080902270013828576e+07, 0.000000000000000000e+00
1.745877134899567906e+01, 7.190052146005199846e-03, 2.042809947853994057e+00, 9.207580743071191315e-03, 1.255065123850504847e+02, 7.624731476780368388e+07, -7.624756779601566494e+07, 7.624744425791843235e+07, 0.000000000000000000e+00
1.753276879077396799e+01, 7.190048426644416943e-03, 2.042809951573354876e+00, 9.034685720356218017e-03, 1.302431854400850568e+02, 8.210342453116701543e+07, -8.210368703324382007e+07, 8.210355875812773407e+07, 0.000000000000000000e+00
1.760676623255225692e+01, 7.190044972570390144e-03, 2.042809955027428792e+00, 8.861790697641244718e-03, 1.351585848583493998e+02, 8.840930757871168852e+07, -8.840957991210603714e+07, 8.840944672124470770e+07, 0.000000000000000000e+00
1.768076367433054585e+01, 7.190041764861305681e-03, 2.042809958235138001e+00, 8.688895674926271420e-03, 1.402594604181587670e+02, 9.519950833889810741e+07, -9.519979087456224859e+07, 9.519965258247959614e+07, 0.000000000000000000e+00
1.775476111610883478e+01, 7.190038785944958578e-03, 2.042809961214054226e+00, 8.516000652211298122e-03, 1.455528173282343403e+02, 1.025112243933571279e+08, -1.025115175162537843e+08, 1.025113739304684550e+08, 0.000000000000000000e+00
1.782875855788712371e+01, 7.190036019502503255e-03, 2.042809963980496413e+00, 8.343105629496324824e-03, 1.510459259336333844e+02, 1.103845102498776913e+08, -1.103848143595102429e+08, 1.103846652802705020e+08, 0.000000000000000000e+00
1.790275599966541265e+01, 7.190033450379049347e-03, 2.042809966549620881e+00, 8.170210606781351526e-03, 1.567463317935263376e+02, 1.188624967659906298e+08, -1.188628122769536078e+08, 1.188626574969622046e+08, 0.000000000000000000e+00
1.797675344144370158e+01, 7.190031064500638711e-03, 2.042809968935499043e+00, 7.997315584066378227e-03, 1.626618661452968126e+02, 1.279916274251787364e+08, -1.279919547677291185e+08, 1.279917940718575716e+08, 0.000000000000000000e+00
1.800000000000000000e+01, 7.190030350687286534e-03, 2.042809969649312496e+00, 7.942999999999585808e-03, 1.645659455983303587e+02, 1.310018485574923754e+08, -1.310021797083646059e+08, 1.310020171083049923e+08, 0.000000000000000000e+00
1.805075088322199051e+01, 7.190028848797154308e-03, 2.042809971151202664e+00, 7.824420561351404929e-03, 1.688006567700239771e+02, 1.378219127600629628e+08, -1.378222523807132542e+08, 1.378220855457053185e+08, 0.000000000000000000e+00
1.812474832500027944e+01, 7.190026791130716029e-03, 2.042809973208869589e+00, 7.651525538636430764e-03, 1.751711392750236200e+02, 1.484072043163269162e+08, -1.484075566784608662e+08, 1.484073834726246893e+08, 0.000000000000000000e+00
1.819874576677856837e+01, 7.190024880229188738e-03, 2.042809975119770804e+00, 7.478630515921456598e-03, 1.817820688097289406e+02, 1.598054896581879258e+08, -1.598058552426996529e+08, 1.598056754255880713e+08, 0.000000000000000000e+00
1.827274320855685730e+01, 7.190023105624435661e-03, 2.042809976894376156e+00, 7.305735493206482432e-03, 1.886425322318722237e+02, 1.720792100314908326e+08, -1.720795893374480903e+08, 1.720794026595273018e+08, 0.000000000000000000e+00
1.834674065033514623e+01, 7.190021457594964090e-03, 2.042809978542405425e+00, 7.132840470491508267e-03, 1.957619607415969369e+02, 1.852956024246230423e+08, -1.852959959699560404e+08, 1.852958021722608805e+08, 0.000000000000000000e+00
1.842073809211343516e+01, 7.190019927112678913e-03, 2.042809980072887388e+00, 6.959945447776534101e-03, 2.031501430018898589e+02, 1.995270679011023045e+08, -1.995274762233185172e+08, 1.995272750370953381e+08, 0.000000000000000000e+00
1.849473553389172409e+01, 7.190018505793421312e-03, 2.042809981494206450e+00, 6.787050425061559936e-03, 2.108172387644042374e+02, 2.148515682216091156e+08, -2.148519918785355389e+08, 2.148517830248708427e+08, 0.000000000000000000e+00
1.856873297567001302e+01, 7.190017185851038488e-03, 2.042809982814148384e+00, 6.614155402346585770e-03, 2.187737930205748285e+02, 2.313530529282084703e+08, -2.313534924987620711e+08, 2.313532756881972849e+08, 0.000000000000000000e+00
1.864273041744830195e+01, 7.190015960054736352e-03, 2.042809984039945181e+00, 6.441260379631611604e-03, 2.270307506987180659e+02, 2.491219192303807437e+08, -2.491223753153684735e+08, 2.491221502475002408e+08, 0.000000000000000000e+00
1.871672785922659088e+01, 7.190014821689458442e-03, 2.042809985178310139e+00, 6.268365356916637439e-03, 2.355994719286621546e+02, 2.682555072121754885e+08, -2.682559804351243079e+08, 2.682557467981890738e+08, 0.000000000000000000e+00
1.879072530100487981e+01, 7.190013764519107183e-03, 2.042809986235481379e+00, 6.095470334201663273e-03, 2.444917478963594704e+02, 2.888586330732928514e+08, -2.888591240813123584e+08, 2.888588815517553091e+08, 0.000000000000000000e+00
1.886472274278316874e+01, 7.190012782752387178e-03, 2.042809987217247158e+00, 5.922575311486689108e-03, 2.537198173118165130e+02, 3.110441633252548575e+08, -3.110446727899319530e+08, 3.110444210319597125e+08, 0.000000000000000000e+00
1.893872018456145767e+01, 7.190011871011060644e-03, 2.042809988128988952e+00, 5.749680288771714942e-03, 2.632963835146833844e+02, 3.349336330881833434e+08, -3.349341617065113783e+08, 3.349339003716271520e+08, 0.000000000000000000e+00
1.900000000000000000e+01, 7.190011165398735998e-03, 2.042809988834600965e+00, 5.606499999999558885e-03, 2.715002618249785655e+02, 3.561002398692674041e+08, -3.561007848957816362e+08, 3.561005153567327857e+08, 0.000000000000000000e+00
1.901271762633974660e+01, 7.190011024300506544e-03, 2.042809988975699653e+00, 5.576785266056740777e-03, 2.732346322428253984e+02, 3.606579118752906919e+08, -3.606584603706349134e+08, 3.606581890971562266e+08, 0.000000000000000000e+00
1.908671506811803553e+01, 7.190010237982344919e-03, 2.042809989762017775e+00, 5.403890243341766611e-03, 2.835482500902818970e+02, 3.883579205123353004e+08, -3.883584896354339719e+08, 3.883582080479915738e+08, 0.000000000000000000e+00
1.916071250989632446e+01, 7.190009507749032733e-03, 2.042809990492251426e+00, 5.230995220626792445e-03, 2.942514436821116988e+02, 4.181854031194125414e+08, -4.181859936494169235e+08, 4.181857013584352136e+08, 0.000000000000000000e+00
1.923470995167461339e+01, 7.190008829600269893e-03, 2.042809991170399631e+00, 5.058100197911818280e-03, 3.053589595947448743e+02, 4.503037583840950727e+08, -4.503043711296501756e+08, 4.503040677308067679e+08, 0.000000000000000000e+00
1.930870739345290232e+01, 7.190008199821080158e-03, 2.042809991800178526e+00, 4.885205175196844114e-03, 3.168861050516931073e+02, 4.848889346797402501e+08, -4.848895704801048040e+08, 4.848892555537701249e+08, 0.000000000000000000e+00
1.938270483523119125e+01, 7.190007614961455885e-03, 2.042809992385038242e+00, 4.712310152481869949e-03, 3.288487694257772773e+02, 5.221303939325307608e+08, -5.221310536587428451e+08, 5.221307267693981528e+08, 0.000000000000000000e+00
1.945670227700948018e+01, 7.190007071817471236e-03, 2.042809992928182883e+00, 4.539415129766895783e-03, 3.412634465802337331e+02, 5.622321495174357891e+08, -5.622328340735207796e+08, 5.622324947691532373e+08, 0.000000000000000000e+00
1.953069971878776911e+01, 7.190006567413722433e-03, 2.042809993432587401e+00, 4.366520107051921618e-03, 3.541472580825507066e+02, 6.054138838688114882e+08, -6.054145941930383444e+08, 6.054142420045135021e+08, 0.000000000000000000e+00
1.960469716056605805e+01, 7.190006098987023961e-03, 2.042809993901013144e+00, 4.193625084336947452e-03, 3.675179773262446474e+02, 6.519121519280530214e+08, -6.519128889942369461e+08, 6.519125234346468449e+08, 0.000000000000000000e+00
1.967869460234434698e+01, 7.190005663971281782e-03, 2.042809994336028723e+00, 4.020730061621973286e-03, 3.813940545973680400e+02, 7.019816770209310055e+08, -7.019824418397879601e+08, 7.019820624037748575e+08, 0.000000000000000000e+00
1.975269204412263591e+01, 7.190005259983429063e-03, 2.042809994740016233e+00, 3.847835038906999121e-03, 3.957946431240735592e+02, 7.558967462635917664e+08, -7.558975398841443062e+08, 7.558971460471971035e+08, 0.000000000000000000e+00
1.982668948590092484e+01, 7.190004884810373247e-03, 2.042809995115189903e+00, 3.674940016192024955e-03, 4.107396261492102667e+02, 8.139527131414259672e+08, -8.139535366524634361e+08, 8.139531278701870441e+08, 0.000000000000000000e+00
1.990068692767921377e+01, 7.190004536396875541e-03, 2.042809995463603201e+00, 3.502044993477050790e-03, 4.262496450677127200e+02, 8.764676154921211004e+08, -8.764684700237147808e+08, 8.764680457310738564e+08, 0.000000000000000000e+00
1.997468436945750270e+01, 7.190004212834281289e-03, 2.042809995787165711e+00, 3.329149970762076624e-03, 4.423461286722541104e+02, 9.437839177564055920e+08, -9.437848044814853668e+08, 9.437843640920150280e+08, 0.000000000000000000e+00
2.000000000000000000e+01, 7.190004107522424831e-03, 2.042809995892477470e+00, 3.269999999999529793e-03, 4.479915787109376879e+02, 9.679814132230442762e+08, -9.679823112392016649e+08, 9.679818652041629553e+08, 0.000000000000000000e+00
2.004868181123579163e+01, 7.190003912350083001e-03, 2.042809996087649793e+00, 3.156254948047102458e-03, 4.590513235526802305e+02, 1.016270387040756464e+09, -1.016271307176744580e+09, 1.016270850081733704e+09, 0.000000000000000000e+00
2.012267925301408056e+01, 7.190003633298189430e-03, 2.042809996366701242e+00, 2.983359925332128293e-03, 4.763883256966387307e+02, 1.094324113269366980e+09, -1.094325068079877853e+09, 1.094324593647519350e+09, 0.000000000000000000e+00
2.019667669479236949e+01, 7.190003374149924950e-03, 2.042809996625849944e+00, 2.810464902617154127e-03, 4.943811133408906358e+02, 1.178372684492022991e+09, -1.178373675288627863e+09, 1.178373182863135099e+09, 0.000000000000000000e+00
2.027067413657065842e+01, 7.190003133485643044e-03, 2.042809996866514322e+00, 2.637569879902179962e-03, 5.130545811251187160e+02, 1.268876529264490604e+09, -1.268877557408550024e+09, 1.268877046309244156e+09, 0.000000000000000000e+00
2.034467157834894735e+01, 7.190002909986958207e-03, 2.042809997090013319e+00, 2.464674857187205796e-03, 5.324345756021097031e+02, 1.366331438933269024e+09, -1.366332505837836027e+09, 1.366331975358190060e+09, 0.000000000000000000e+00
2.041866902012723628e+01, 7.190002702429518222e-03, 2.042809997297570845e+00, 2.291779834472231631e-03, 5.525479321608702321e+02, 1.471271283642089605e+09, -1.471272390773888350e+09, 1.471271840180540085e+09, 0.000000000000000000e+00
2.049266646190552521e+01, 7.190002509676296852e-03, 2.042809997490323770e+00, 2.118884811757257465e-03, 5.734225134216845845e+02, 1.584270936938789606e+09, -1.584272085820270061e+09, 1.584271514351994514e+09, 0.000000000000000000e+00
2.056666390368381414e+01, 7.190002330671374856e-03, 2.042809997669328581e+00, 1.945989789042283516e-03, 5.950872491645814080e+02, 1.705949425003916025e+09, -1.705950617215386152e+09, 1.705950024082029343e+09, 0.000000000000000000e+00
2.064066134546210307e+01, 7.190002164434140808e-03, 2.042809997835565827e+00, 1.773094766327309568e-03, 6.175721778557804100e+02, 1.836973317752919912e+09, -1.836974554934765816e+09, 1.836973939316134691e+09, 0.000000000000000000e+00
2.071465878724039200e+01, 7.190002010053926466e-03, 2.042809997989945892e+00, 1.600199743612335619e-03, 6.409084898394276024e+02, 1.978060380388828039e+09, -1.978061664243816376e+09, 1.978061025288527489e+09, 0.000000000000000000e+00
2.078865622901868093e+01, 7.190001866685021177e-03, 2.042809998133314764e+00, 1.427304720897361670e-03, 6.651285722651131209e+02, 2.129983505409039736e+09, -2.129984837704712152e+09, 2.129984174528995037e+09, 0.000000000000000000e+00
2.086265367079696986e+01, 7.190001733542030621e-03, 2.042809998266457594e+00, 1.254409698182387721e-03, 6.902660558248347797e+02, 2.293574946606280327e+09, -2.293576329177436829e+09, 2.293575640863890648e+09, 0.000000000000000000e+00
2.093665111257525879e+01, 7.190001609895583373e-03, 2.042809998390103576e+00, 1.081514675467413773e-03, 7.163558633766255070e+02, 2.469730878258076668e+09, -2.469732313009368896e+09, 2.469731598605669022e+09, 0.000000000000000000e+00
2.100000000000000000e+01, 7.190001511073711681e-03, 2.042809998488925860e+00, 9.334999999995040624e-04, 7.394752463826246185e+02, 2.631247603044156075e+09, -2.631249084034657001e+09, 2.631248346511277676e+09, 0.000000000000000000e+00
2.101064855435354772e+01, 7.190001495068330632e-03, 2.042809998504931279e+00, 9.086196527524398239e-04, 7.434342605353050430e+02, 2.659416304480585575e+09, -2.659417793389190197e+09, 2.659417051906746864e+09, 0.000000000000000000e+00
2.108464599613183665e+01, 7.190001388431235645e-03, 2.042809998611568201e+00, 7.357246300374658751e-04, 7.715389083151573004e+02, 2.863670345640788078e+09, -2.863671890759207726e+09, 2.863671121171770096e+09, 0.000000000000000000e+00
2.115864343791012558e+01, 7.190001289400127678e-03, 2.042809998710598318e+00, 5.628296073224919264e-04, 8.007089179128400929e+02, 3.083611930786709785e+09, -3.083613534245665550e+09, 3.083612735487874031e+09, 0.000000000000000000e+00
2.123264087968841451e+01, 7.190001197432502322e-03, 2.042809998802566529e+00, 3.899345846075179776e-04, 8.309849077230586545e+02, 3.320445927279468536e+09, -3.320447591290922165e+09, 3.320446762256794930e+09, 0.000000000000000000e+00
2.130663832146670345e+01, 7.190001112024550778e-03, 2.042809998887974654e+00, 2.170395618925440289e-04, 8.624090626843466225e+02, 3.575469741206061363e+09, -3.575471468066345215e+09, 3.575470607607716560e+09, 0.000000000000000000e+00
2.138063576324499238e+01, 7.190001032708398174e-03, 2.042809998967291651e+00, 4.414453917757008017e-05, 8.950251960565362879e+02, 3.850080424730756283e+09, -3.850082216823825836e+09, 3.850081323748718262e+09, 0.000000000000000000e+00
2.145463320502328131e+01, 7.190000959049541382e-03, 2.042809999040950064e+00, -1.287504835374038686e-04, 9.288788137364434760e+02, 4.145782329320040226e+09, -4.145784189120862484e+09, 4.145783262191791534e+09, 0.000000000000000000e+00
2.152863064680157024e+01, 7.190000890644468977e-03, 2.042809999109355346e+00, -3.016455062523778173e-04, 9.640171812236555979e+02, 4.464195346766433716e+09, -4.464197276844509125e+09, 4.464196314776724815e+09, 0.000000000000000000e+00
2.160262808857985917e+01, 7.190000827118451197e-03, 2.042809999172881863e+00, -4.745405289673517660e-04, 1.000489393353620926e+03, 4.807063783156539917e+09, -4.807065786179561615e+09, 4.807064787639217377e+09, 0.000000000000000000e+00
2.167662553035814810e+01, 7.190000768123482565e-03, 2.042809999231876450e+00, -6.474355516823257148e-04, 1.038346446921278357e+03, 5.176265914396014214e+09, -5.176267993133657455e+09, 5.176266956735917091e+09, 0.000000000000000000e+00
2.175062297213643703e+01, 7.190000713336382361e-03, 2.042809999286664180e+00, -8.203305743972996635e-04, 1.077641316323785304e+03, 5.573824275637768745e+09, -5.573826432965670586e+09, 5.573825357272713661e+09, 0.000000000000000000e+00
2.182462041391472596e+01, 7.190000662457021741e-03, 2.042809999337543481e+00, -9.932255971122736123e-04, 1.118429032358034874e+03, 6.001916740980253220e+09, -6.001918979884107590e+09, 6.001917863403087616e+09, 0.000000000000000000e+00
2.189861785569301489e+01, 7.190000615206680080e-03, 2.042809999384793684e+00, -1.166120619827247561e-03, 1.160766764315828141e+03, 6.462888454131699562e+09, -6.462890777711534500e+09, 6.462889618892437935e+09, 0.000000000000000000e+00
2.197261529747130382e+01, 7.190000571326508882e-03, 2.042809999428673695e+00, -1.339015642542221510e-03, 1.204713905524782149e+03, 6.959264675398000717e+09, -6.959267086872638702e+09, 6.959265884106054306e+09, 0.000000000000000000e+00
2.200000000000000000e+01, 7.190000555893194534e-03, 2.042809999444106239e+00, -1.403000000000521885e-03, 1.221397998428708888e+03, 7.152475599538136482e+09, -7.152478044381150246e+09, 7.152476824930346489e+09, 0.000000000000000000e+00
2.204661273924959275e+01, 7.190000530576130984e-03, 2.042809999469423765e+00, -1.511910665257195458e-03, 1.250332162493054739e+03, 7.493764615371662140e+09, -7.493767118083331108e+09, 7.493765869698144913e+09, 0.000000000000000000e+00
2.212061018102788168e+01, 7.190000492732310025e-03, 2.042809999507267271e+00, -1.684805687972169407e-03, 1.297685647822537248e+03, 8.069316331104416847e+09, -8.069318928523574829e+09, 8.069317632784557343e+09, 0.000000000000000000e+00
2.219460762280617061e+01, 7.190000457587735275e-03, 2.042809999542412491e+00, -1.857700710687143356e-03, 1.346840977063678565e+03, 8.689072766366636276e+09, -8.689075462096969604e+09, 8.689074117202280045e+09, 0.000000000000000000e+00
2.226860506458445954e+01, 7.190000424949878448e-03, 2.042809999575050828e+00, -2.030595733402117305e-03, 1.397867369694493163e+03, 9.356429023864048004e+09, -9.356431821647689819e+09, 9.356430425726257324e+09, 0.000000000000000000e+00
2.234260250636274847e+01, 7.190000394639945065e-03, 2.042809999605360805e+00, -2.203490756117091470e-03, 1.450836754415215864e+03, 1.007504096403108788e+10, -1.007504386775401878e+10, 1.007504241886285591e+10, 0.000000000000000000e+00
2.241659994814103740e+01, 7.190000366491896069e-03, 2.042809999633508511e+00, -2.376385778832065636e-03, 1.505823878961071159e+03, 1.084884523228740501e+10, -1.084884824598510170e+10, 1.084884674210646629e+10, 0.000000000000000000e+00
2.249059738991932633e+01, 7.190000340351531023e-03, 2.042809999659648934e+00, -2.549280801547039801e-03, 1.562906424645808784e+03, 1.168208082446929550e+10, -1.168208395233260536e+10, 1.168208239137107658e+10, 0.000000000000000000e+00
2.256459483169761526e+01, 7.190000316075651973e-03, 2.042809999683924627e+00, -2.722175824262013967e-03, 1.622165125857635076e+03, 1.257931230857418060e+10, -1.257931555495540810e+10, 1.257931393473483658e+10, 0.000000000000000000e+00
2.263859227347590419e+01, 7.190000293531272416e-03, 2.042809999706468815e+00, -2.895070846976988133e-03, 1.683683894746046462e+03, 1.354545483002969742e+10, -1.354545819944898033e+10, 1.354545651770929527e+10, 0.000000000000000000e+00
2.271258971525419312e+01, 7.190000272594889580e-03, 2.042809999727404957e+00, -3.067965869691962298e-03, 1.747549951345884210e+03, 1.458580103746940613e+10, -1.458580453462132454e+10, 1.458580278901523399e+10, 0.000000000000000000e+00
2.278658715703248205e+01, 7.190000253151813958e-03, 2.042809999746848959e+00, -3.240860892406936464e-03, 1.813853959401069687e+03, 1.570605007651781082e+10, -1.570605370627826309e+10, 1.570605189436781693e+10, 0.000000000000000000e+00
2.286058459881077098e+01, 7.190000235095533529e-03, 2.042809999764904738e+00, -3.413755915121910629e-03, 1.882690168163385579e+03, 1.691233881041623688e+10, -1.691234257784962463e+10, 1.691234069710262299e+10, 0.000000000000000000e+00
2.293458204058905991e+01, 7.190000218327132625e-03, 2.042809999781673103e+00, -3.586650937836884795e-03, 1.954156560457646947e+03, 1.821127543852007294e+10, -1.821127934888675690e+10, 1.821127739667302322e+10, 0.000000000000000000e+00
2.300000000000000000e+01, 7.190000204501766426e-03, 2.042809999795498044e+00, -3.739500000000548375e-03, 2.019608829928861951e+03, 1.944245189635711670e+10, -1.944245593762880325e+10, 1.944245391996249008e+10, 0.000000000000000000e+00
2.300857948236734885e+01, 7.190000202754752434e-03, 2.042809999797245535e+00, -3.759545960551858960e-03, 2.028355007320220011e+03, 1.960997569683358383e+10, -1.960997975559768677e+10, 1.960997772918515778e+10, 0.000000000000000000e+00
2.308257692414563778e+01, 7.190000188293087062e-03, 2.042809999811707300e+00, -3.932440983266833126e-03, 2.105391429534513463e+03, 2.111610183889341736e+10, -2.111610605173088074e+10, 2.111610394828158188e+10, 0.000000000000000000e+00
2.315657436592392671e+01, 7.190000174862913422e-03, 2.042809999825137446e+00, -4.105336005981807292e-03, 2.185375966406089901e+03, 2.273790461054277039e+10, -2.273790898334983063e+10, 2.273790679991565323e+10, 0.000000000000000000e+00
2.323057180770221564e+01, 7.190000162390657555e-03, 2.042809999837609247e+00, -4.278231028696781457e-03, 2.268423152137643228e+03, 2.448426844853940201e+10, -2.448427298744135284e+10, 2.448427072095964050e+10, 0.000000000000000000e+00
2.330456924948050457e+01, 7.190000150807999112e-03, 2.042809999849192426e+00, -4.451126051411755623e-03, 2.354652100186683128e+03, 2.636476015060087204e+10, -2.636476486196123505e+10, 2.636476250925023270e+10, 0.000000000000000000e+00
2.337856669125879350e+01, 7.190000140051481040e-03, 2.042809999859949155e+00, -4.624021074126729788e-03, 2.444186696008831404e+03, 2.838968128350774002e+10, -2.838968617393780518e+10, 2.838968373169186401e+10, 0.000000000000000000e+00
2.345256413303708243e+01, 7.190000130062185191e-03, 2.042809999869938942e+00, -4.796916096841703954e-03, 2.537155798612676790e+03, 3.057012461636260986e+10, -3.057012969273139954e+10, 3.057012715751601410e+10, 0.000000000000000000e+00
2.352656157481537136e+01, 7.190000120785381039e-03, 2.042809999879215521e+00, -4.969811119556678120e-03, 2.633693451376358553e+03, 3.291803488815357971e+10, -3.291804015759820175e+10, 3.291803752584481049e+10, 0.000000000000000000e+00
2.360055901659366029e+01, 7.190000112170255066e-03, 2.042809999887831296e+00, -5.142706142271652285e-03, 2.733939102606406323e+03, 3.544627424251422119e+10, -3.544627971245065308e+10, 3.544627698045127106e+10, 0.000000000000000000e+00
2.367455645837194922e+01, 7.190000104169610648e-03, 2.042809999895831563e+00, -5.315601164986626451e-03, 2.838037836340053673e+03, 3.816869268813980103e+10, -3.816869836627422333e+10, 3.816869553017575836e+10, 0.000000000000000000e+00
2.374855390015023815e+01, 7.190000096739619130e-03, 2.042809999903261620e+00, -5.488496187701600616e-03, 2.946140613926771039e+03, 4.110020397085075378e+10, -4.110020986519125366e+10, 4.110020692098966217e+10, 0.000000000000000000e+00
2.382255134192852708e+01, 7.190000089839577828e-03, 2.042809999910161878e+00, -5.661391210416574782e-03, 3.058404526954594530e+03, 4.425686727293982697e+10, -4.425687339180865479e+10, 4.425687033534281921e+10, 0.000000000000000000e+00
2.389654878370681601e+01, 7.190000083431689719e-03, 2.042809999916570529e+00, -5.834286233131548947e-03, 3.174993062123439813e+03, 4.765597518736211395e+10, -4.765598153940852356e+10, 4.765597836635380554e+10, 0.000000000000000000e+00
2.397054622548510494e+01, 7.190000077480848337e-03, 2.042809999922520436e+00, -6.007181255846523113e-03, 3.296076378696262964e+03, 5.131614844870144653e+10, -5.131615504291502380e+10, 5.131615174877663422e+10, 0.000000000000000000e+00
2.400000000000000000e+01, 7.190000075232027416e-03, 2.042809999924769304e+00, -6.076000000000577467e-03, 3.345561871494757725e+03, 5.285008255600034332e+10, -5.285008924918510437e+10, 5.285008590556110382e+10, 0.000000000000000000e+00
2.404454366726339387e+01, 7.190000071954458227e-03, 2.042809999928046683e+00, -6.180076278561497279e-03, 3.421831599207117506e+03, 5.525743793986122894e+10, -5.525744478558576202e+10, 5.525744136569181061e+10, 0.000000000000000000e+00
2.411854110904168280e+01, 7.190000066822241527e-03, 2.042809999933178133e+00, -6.352971301276471444e-03, 3.552443114135243377e+03, 5.950143453328475189e+10, -5.950144164023282623e+10, 5.950143808972702026e+10, 0.000000000000000000e+00
2.419253855081997173e+01, 7.190000062056085307e-03, 2.042809999937944987e+00, -6.525866323991445610e-03, 3.688102901305292107e+03, 6.407138736842907715e+10, -6.407139474669723511e+10, 6.407139106053131104e+10, 0.000000000000000000e+00
2.426653599259826066e+01, 7.190000057629880245e-03, 2.042809999942370780e+00, -6.698761346706419775e-03, 3.829010860821329516e+03, 6.899233121343096924e+10, -6.899233887351556396e+10, 6.899233504644132996e+10, 0.000000000000000000e+00
2.434053343437654959e+01, 7.190000053519376641e-03, 2.042809999946481270e+00, -6.871656369421393941e-03, 3.975375166380853898e+03, 7.429122360866792297e+10, -7.429123156148162842e+10, 7.429122758804275513e+10, 0.000000000000000000e+00
2.441453087615483852e+01, 7.190000049702059519e-03, 2.042809999950299105e+00, -7.044551392136368106e-03, 4.127412633878742781e+03, 7.999709254350355530e+10, -7.999710080039274597e+10, 7.999709667491601562e+10, 0.000000000000000000e+00
2.448852831793312745e+01, 7.190000046157015053e-03, 2.042809999953844269e+00, -7.217446414851342272e-03, 4.285349108267475458e+03, 8.614119547520933533e+10, -8.614120404797193909e+10, 8.614119976455841064e+10, 0.000000000000000000e+00
2.456252575971141638e+01, 7.190000042864823013e-03, 2.042809999957136302e+00, -7.390341437566316438e-03, 4.449419869689799270e+03, 9.275719056118707275e+10, -9.275719946209173584e+10, 9.275719501460710144e+10, 0.000000000000000000e+00
2.463652320148970531e+01, 7.190000039807451816e-03, 2.042809999960193856e+00, -7.563236460281290603e-03, 4.619870059974867218e+03, 9.988132104252465820e+10, -9.988133028433024597e+10, 9.988132566639506531e+10, 0.000000000000000000e+00
2.471052064326799425e+01, 7.190000036968149238e-03, 2.042809999963033363e+00, -7.736131482996264769e-03, 4.796955130653605011e+03, 1.075526137889600983e+11, -1.075526233849363708e+11, 1.075526185899157562e+11, 0.000000000000000000e+00
2.478451808504628318e+01, 7.190000034331361749e-03, 2.042809999965670364e+00, -7.909026505711238067e-03, 4.980941313721041297e+03, 1.158130930929080505e+11, -1.158131030568571777e+11, 1.158130980778500671e+11, 0.000000000000000000e+00
2.485851552682457211e+01, 7.190000031882646039e-03, 2.042809999968119072e+00, -8.081921528426211365e-03, 5.172106116450438094e+03, 1.247080108837391663e+11, -1.247080212300184021e+11, 1.247080160598461609e+11, 0.000000000000000000e+00
2.493251296860286104e+01, 7.190000029608588361e-03, 2.042809999970393697e+00, -8.254816551141184663e-03, 5.370738841659069294e+03, 1.342860946234543457e+11, -1.342861053669995728e+11, 1.342860999981942291e+11, 0.000000000000000000e+00
2.500000000000000000e+01, 7.190000027676326719e-03, 2.042809999972325485e+00, -8.412500000000601788e-03, 5.558661869998570182e+03, 1.436614678625202942e+11, -1.436614789819120789e+11, 1.436614734251833801e+11, 0.000000000000000000e+00
2.500651041038114997e+01, 7.190000027496729063e-03, 2.042809999972504897e+00, -8.427711573856157962e-03, 5.577141134897418851e+03, 1.445998142417572632e+11, -1.445998253981075745e+11, 1.445998198228995972e+11, 0.000000000000000000e+00
2.508050785215943890e+01, 7.190000025535499273e-03, 2.042809999974465995e+00, -8.600606596571131260e-03, 5.791627560147509939e+03, 1.557056695728284302e+11, -1.557056811581520691e+11, 1.557056753684573669e+11, 0.000000000000000000e+00
2.515450529393772783e+01, 7.190000023714157584e-03, 2.042809999976287205e+00, -8.773501619286104558e-03, 6.014526205696339275e+03, 1.676644998684151001e+11, -1.676645118995366516e+11, 1.676645058869428711e+11, 0.000000000000000000e+00
2.522850273571601676e+01, 7.190000022022723265e-03, 2.042809999977978297e+00, -8.946396642001077856e-03, 6.246179321992700352e+03, 1.805418170827882996e+11, -1.805418295772165833e+11, 1.805418233329693909e+11, 0.000000000000000000e+00
2.530250017749430569e+01, 7.190000020451933760e-03, 2.042809999979549040e+00, -9.119291664716051155e-03, 6.486943993377112747e+03, 1.944081647553425293e+11, -1.944081777313006897e+11, 1.944081712462884216e+11, 0.000000000000000000e+00
2.537649761927259462e+01, 7.190000018993181370e-03, 2.042809999981007874e+00, -9.292186687431024453e-03, 6.737192845730784029e+03, 2.093395044568423767e+11, -2.093395179332987976e+11, 2.093395111980373230e+11, 0.000000000000000000e+00
