a    b    distance0    NDraws    time    dist_threshold1    
0.499996299444    0.499988563823    3.48293960986e-07    2    1.12216091156    5.55681988473e-07    
0.499991937541    0.499995034696    1.892766604e-07    5    2.97202014923    5.55681988473e-07    
0.499994969349    0.499999367856    1.42064955663e-07    2    1.192704916    5.55681988473e-07    
0.49999761708    0.49998623299    3.24489044371e-07    1    0.77726483345    5.55681988473e-07    
0.50000349644    0.499998381979    7.14376638399e-08    1    1.26524281502    5.55681988473e-07    
0.500002414618    0.499999137526    7.14376638399e-08    2    1.71890091896    5.55681988473e-07    
0.499999934076    0.500000504673    0.0    1    1.12301898003    5.55681988473e-07    
0.499995593008    0.499999112741    1.16908156965e-07    2    1.5545809269    5.55681988473e-07    
0.500000376996    0.499991409386    2.07305796589e-07    1    0.615746974945    5.55681988473e-07    
0.49999431808    0.500012683113    2.78540877461e-07    3    1.87318611145    5.55681988473e-07    
