a    b    distance0    NDraws    time    dist_threshold1    
0.500002869439    0.500009154589    2.27491631624e-07    3    1.99608206749    2.31419450385e-07    
0.499998050324    0.500004726552    7.03571818157e-08    6    3.58526611328    2.31419450385e-07    
0.500006056399    0.499996471597    1.19555742972e-07    1    0.602564811707    2.31419450385e-07    
0.499994172126    0.500011153439    1.78529895713e-07    4    2.59624409676    2.31419450385e-07    
0.499991636583    0.499997828651    1.42064955663e-07    3    1.82315802574    2.31419450385e-07    
0.499996733665    0.499998588482    1.16908156965e-07    2    1.18813586235    2.31419450385e-07    
0.499997476847    0.500004951601    7.03571818157e-08    1    0.645342111588    2.31419450385e-07    
0.499998445491    0.500010433537    2.03686702163e-07    3    1.78621888161    2.31419450385e-07    
0.500003441789    0.49999359011    1.66767449332e-07    5    3.00257396698    2.31419450385e-07    
0.500006191771    0.499994158894    1.73530260171e-07    3    1.77091693878    2.31419450385e-07    
