a    b    distance0    NDraws    time    dist_threshold1    
0.499997143953    0.500002839126    2.51170163826e-08    6    4.45968723297    4.09918494414e-08    
0.500003199438    0.499999678579    2.16655728135e-08    5    3.07195711136    4.09918494414e-08    
0.499994747275    0.500003794844    4.05744761658e-08    1    0.698580980301    4.09918494414e-08    
0.499996132527    0.500001590121    2.38049246522e-08    3    1.90731096268    4.09918494414e-08    
0.499995790344    0.50000055373    2.38049246522e-08    1    0.624243021011    4.09918494414e-08    
0.499999822747    0.500001461564    0.0    3    1.77988004684    4.09918494414e-08    
0.499997011067    0.500000404286    2.38049246522e-08    1    0.582103967667    4.09918494414e-08    
0.500000673303    0.500001294592    0.0    3    1.86002397537    4.09918494414e-08    
0.499996973348    0.500003546148    2.51170163826e-08    1    0.602355957031    4.09918494414e-08    
0.499999228243    0.500000287033    0.0    3    1.86876797676    4.09918494414e-08    
