a    b    distance0    NDraws    time    dist_threshold1    
0.499458833464    0.518985378463    0.000433473728372    2    1.13117909431    0.000478391659041    
0.499384931112    0.483470362492    0.000251041813104    2    1.15478801727    0.000478391659041    
0.500668032359    0.500881491317    0.000151193566433    1    0.562255859375    0.000478391659041    
0.499508362231    0.499352235712    0.000110947090636    1    0.578294038773    0.000478391659041    
0.501900803073    0.509903167107    0.000477665179445    2    1.15431499481    0.000478391659041    
0.500220935218    0.507144645302    0.000114307369237    5    2.85854291916    0.000478391659041    
0.500729841654    0.502760098728    0.000178060126631    4    2.30772304535    0.000478391659041    
0.500687177919    0.485609827724    0.000358788062768    1    0.579787969589    0.000478391659041    
0.500507224065    0.508407420107    0.000164120630622    2    1.16083097458    0.000478391659041    
0.501266919638    0.506586497759    0.000318379866712    1    0.590111017227    0.000478391659041    
