a    b    distance0    NDraws    time    dist_threshold1    
0.500018410149    0.499621324385    9.41072067174e-06    8    4.7969789505    1.85715758687e-05    
0.500062890495    0.49951144351    1.64553976677e-05    1    0.603706121445    1.85715758687e-05    
0.500063993361    0.500575248313    1.69862599812e-05    3    1.77031183243    1.85715758687e-05    
0.49994726263    0.499162184855    1.76612531843e-05    1    0.662343978882    1.85715758687e-05    
0.499987951372    0.499593777256    7.11861227656e-06    2    1.17566895485    1.85715758687e-05    
0.500023995812    0.500030339425    5.25376822685e-06    1    0.596446037292    1.85715758687e-05    
0.499990531627    0.499068019356    1.74789579149e-05    1    0.613219976425    1.85715758687e-05    
0.499967566972    0.499358020782    1.1161492727e-05    1    0.626002073288    1.85715758687e-05    
0.500062847058    0.499667242534    1.37823175189e-05    2    1.36072301865    1.85715758687e-05    
0.500071278234    0.500018234569    1.56986018035e-05    4    2.35255289078    1.85715758687e-05    
