a    b    distance0    NDraws    time    dist_threshold1    
0.499997974381    0.499982214691    5.13726167323e-07    1    0.589914083481    9.45208403311e-07    
0.499995779402    0.499985254376    3.48293960986e-07    3    1.79792690277    9.45208403311e-07    
0.499994836223    0.500020552925    5.52752022705e-07    1    0.63867688179    9.45208403311e-07    
0.500001322064    0.499976315834    6.11351338059e-07    1    0.628889083862    9.45208403311e-07    
0.500001736227    0.500023946569    5.26819743822e-07    3    1.89937281609    9.45208403311e-07    
0.499999821147    0.49999372725    1.40314942258e-07    1    0.604679107666    9.45208403311e-07    
0.499993910939    0.499991906918    2.77933079262e-07    1    0.631276130676    9.45208403311e-07    
0.500006426857    0.499982324915    5.01049823568e-07    3    1.76319789886    9.45208403311e-07    
0.49999457553    0.499965570946    9.3933230314e-07    2    1.13994288445    9.45208403311e-07    
0.499999058684    0.499999994453    0.0    1    0.579394102097    9.45208403311e-07    
