a    b    distance0    NDraws    time    dist_threshold1    
0.500131597097    0.505448315585    9.08764105723e-05    8    4.99277997017    0.000305855748212    
0.50089101028    0.500498118449    0.000197764688159    2    1.20614600182    0.000305855748212    
0.499432008842    0.489212826152    0.00019362855493    1    0.618478059769    0.000305855748212    
0.50017936141    0.505607878905    8.87179541928e-05    5    2.98166489601    0.000305855748212    
0.500890306056    0.507139888242    0.000239868322691    3    1.77505898476    0.000305855748212    
0.500092307953    0.493033403645    0.000146483974346    1    0.59854888916    0.000305855748212    
0.499025121525    0.506030145938    0.000229597087771    1    0.624472141266    0.000305855748212    
0.499757926708    0.505958520267    0.0001443535174    5    3.27948093414    0.000305855748212    
0.498847453101    0.492314994791    0.000300148539354    2    1.80484199524    0.000305855748212    
0.500384001421    0.516412153395    0.000276911079512    4    3.07098817825    0.000305855748212    
