a    b    distance0    NDraws    time    dist_threshold1    
0.500000476311    0.499760861082    4.70277928431e-06    2    1.31399607658    4.93049189845e-06    
0.500021580574    0.499950360456    3.41862232283e-06    2    1.31089806557    4.93049189845e-06    
0.500007514267    0.499978880938    1.43052389837e-06    2    1.18209815025    4.93049189845e-06    
0.500011951363    0.5002518846    3.6442430894e-06    2    1.23029899597    4.93049189845e-06    
0.499988149928    0.499840322753    2.17143600612e-06    1    0.681512117386    4.93049189845e-06    
0.499993823459    0.500086770436    2.10097691459e-06    2    1.26877784729    4.93049189845e-06    
0.499993893308    0.499959577282    1.072662193e-06    3    1.93076896667    4.93049189845e-06    
0.499997074916    0.499846490217    2.56621468541e-06    1    0.594085931778    4.93049189845e-06    
0.500004996211    0.500155003324    2.41103084256e-06    3    1.97647809982    4.93049189845e-06    
0.50000996898    0.500039736893    3.60075295469e-06    1    0.65244102478    4.93049189845e-06    
