a    b    distance0    NDraws    time    dist_threshold1    
0.499988435478    0.499959006005    1.98581315591e-06    1    0.703226089478    2.31017360059e-06    
0.49999643773    0.499978564644    5.39658595238e-07    1    0.639368057251    2.31017360059e-06    
0.500004807757    0.500024693168    1.00856759895e-06    4    2.48022294044    2.31017360059e-06    
0.499997018545    0.500021715538    5.01662929734e-07    3    1.84155702591    2.31017360059e-06    
0.499988249344    0.499915960296    1.79209166234e-06    1    0.574501991272    2.31017360059e-06    
0.500007663647    0.499980248041    1.43052389837e-06    2    1.2960100174    2.31017360059e-06    
0.499992784153    0.500021078508    5.52752022705e-07    1    0.613975048065    2.31017360059e-06    
0.500001817532    0.500032780118    7.18470550958e-07    3    1.71942400932    2.31017360059e-06    
0.499987299369    0.499942555547    1.93071718655e-06    1    0.573077917099    2.31017360059e-06    
0.499987831732    0.499931584223    1.86704329792e-06    1    0.630971193314    2.31017360059e-06    
