a    b    distance0    NDraws    time    dist_threshold1    
0.500108364908    0.500513924862    2.65150519854e-05    1    0.619472980499    2.8669751502e-05    
0.500031426484    0.500233767673    8.24340162453e-06    3    1.72262620926    2.8669751502e-05    
0.500050024701    0.500603833631    1.39173705173e-05    2    1.15021181107    2.8669751502e-05    
0.49993918156    0.499228343637    1.80854752447e-05    1    0.583148002625    2.8669751502e-05    
0.499882496795    0.500512408407    2.32998167726e-05    1    0.59636092186    2.8669751502e-05    
0.499929655144    0.500013831362    1.53235836666e-05    3    1.7604830265    2.8669751502e-05    
0.49995191565    0.49872774282    1.94348089539e-05    3    1.7189450264    2.8669751502e-05    
0.499924465299    0.500363045109    1.54597092889e-05    1    0.581817150116    2.8669751502e-05    
0.499920353932    0.498617182126    2.59855645059e-05    1    0.56464600563    2.8669751502e-05    
0.499867219305    0.500510855612    2.60087241442e-05    2    1.18736600876    2.8669751502e-05    
