a    b    distance0    NDraws    time    dist_threshold1    
0.499996007323    0.50000062073    2.38049246522e-08    5    3.47700285912    9.310323503e-08    
0.500001948021    0.499996853447    7.14376638399e-08    2    1.30158686638    9.310323503e-08    
0.499997831437    0.500000220693    2.38049246522e-08    1    0.928000926971    9.310323503e-08    
0.499994075556    0.500003137987    4.05744761658e-08    1    0.78578209877    9.310323503e-08    
0.500002144677    0.5000013736    2.16655728135e-08    3    1.89002299309    9.310323503e-08    
0.499998073454    0.500002089404    2.51170163826e-08    1    0.895447969437    9.310323503e-08    
0.499998474825    0.500002123787    2.51170163826e-08    2    1.176623106    9.310323503e-08    
0.499994649316    0.500002490843    4.05744761658e-08    1    0.636020898819    9.310323503e-08    
0.499999758331    0.500003248835    4.89219416774e-08    1    0.67143201828    9.310323503e-08    
0.499997247015    0.500003031802    2.51170163826e-08    1    0.619266033173    9.310323503e-08    
