a    b    distance0    NDraws    time    dist_threshold1    
0.499994434893    0.500009503185    1.78529895713e-07    5    2.93902683258    1.79787736036e-07    
0.499992563616    0.500004013821    4.05744761658e-08    3    1.78738903999    1.79787736036e-07    
0.500003480166    0.499998044702    7.14376638399e-08    8    4.65141296387    1.79787736036e-07    
0.499996542272    0.500002251638    2.51170163826e-08    2    1.18138504028    1.79787736036e-07    
0.50000294798    0.499997096956    7.14376638399e-08    2    1.19307088852    1.79787736036e-07    
0.499994101034    0.500009913095    1.78529895713e-07    1    0.610822916031    1.79787736036e-07    
0.499993963728    0.50000118795    4.89617251987e-08    4    2.36862516403    1.79787736036e-07    
0.500002497363    0.500000087652    2.16655728135e-08    2    1.19613099098    1.79787736036e-07    
0.500002144227    0.499995399552    7.14376638399e-08    2    1.25866389275    1.79787736036e-07    
0.500003474337    0.49999696267    1.19555742972e-07    8    4.91281700134    1.79787736036e-07    
