a    b    distance0    NDraws    time    dist_threshold1    
0.499957632631    0.500280424515    1.07311036249e-05    2    1.18890500069    1.16868242274e-05    
0.499976566251    0.500061192447    5.8025193854e-06    3    1.73766899109    1.16868242274e-05    
0.500006346519    0.50059494378    1.13656170925e-05    1    0.581337928772    1.16868242274e-05    
0.500033536643    0.500036444191    6.73027222738e-06    1    0.606063127518    1.16868242274e-05    
0.500040065765    0.500059060739    8.72494851986e-06    3    1.71708106995    1.16868242274e-05    
0.50002960616    0.500415361221    9.09273267092e-06    1    0.565598011017    1.16868242274e-05    
0.499995603106    0.50018518648    4.51752855998e-06    2    1.19898104668    1.16868242274e-05    
0.500009866836    0.500359322807    6.13803762121e-06    2    1.15206098557    1.16868242274e-05    
0.499983537489    0.499810776236    5.46215238198e-06    1    0.580605983734    1.16868242274e-05    
0.500026072085    0.499728376913    8.76686924835e-06    3    1.77235507965    1.16868242274e-05    
