a    b    distance0    NDraws    time    dist_threshold1    
0.500054549773    0.496985785163    6.524197115e-05    1    0.595628023148    8.38436739113e-05    
0.499912579218    0.500152951907    1.83311529409e-05    3    1.76817107201    8.38436739113e-05    
0.499603246298    0.50117555728    7.92461488488e-05    2    1.18679404259    8.38436739113e-05    
0.499865828814    0.502368340021    6.18164901282e-05    1    0.565562009811    8.38436739113e-05    
0.499886152273    0.502446903374    6.07419772079e-05    1    0.593899965286    8.38436739113e-05    
0.499877212944    0.497767885158    4.23011713157e-05    2    1.17234611511    8.38436739113e-05    
0.499768753121    0.49748740533    6.6281469026e-05    2    1.1579990387    8.38436739113e-05    
0.500208832395    0.499887121866    4.29523154959e-05    1    0.580734014511    8.38436739113e-05    
0.499840663664    0.498759435875    4.33197256201e-05    1    0.583629131317    8.38436739113e-05    
0.500254067937    0.501277223758    6.24849226984e-05    1    0.57165813446    8.38436739113e-05    
