a    b    distance0    NDraws    time    dist_threshold1    
0.499996374028    0.499999343407    1.16908156965e-07    3    1.96597313881    1.22504450609e-07    
0.499999522919    0.499998889995    9.310323503e-08    3    1.88647985458    1.22504450609e-07    
0.499997179053    0.499997776439    1.16908156965e-07    1    0.569129943848    1.22504450609e-07    
0.49999669553    0.49999629793    1.16908156965e-07    1    0.643275022507    1.22504450609e-07    
0.500002605523    0.499994779713    7.14376638399e-08    5    3.30095291138    1.22504450609e-07    
0.499999490072    0.499994723044    9.310323503e-08    2    1.24178385735    1.22504450609e-07    
0.500004976001    0.499999510359    2.64525094432e-08    3    1.75058293343    1.22504450609e-07    
0.499997219077    0.500004910158    7.03571818157e-08    1    0.602324008942    1.22504450609e-07    
0.500002398887    0.499996881366    7.14376638399e-08    2    1.18040299416    1.22504450609e-07    
0.500005847922    0.499994594215    1.19555742972e-07    3    1.83009791374    1.22504450609e-07    
